Animal ID,Name_Intake,Intake Type,Intake Condition,Animal Type_Intake,Breed_Intake,Color_Intake,Date of Birth,Age upon Intake,DateTime_Intake,DateTime_Outcome,Age upon Outcome,Sex_Intake,Sex_State_Intake,Sex_Outcome,Sex_State_Outcome,found_Address_Line1,found_Address_City,found_Address_State,binary_outcome,recidence_Time_Ratio
A802089,Unknown,Stray,Normal,Cat,Domestic Shorthair,Brown Tabby,7/22/2019 0:00,3,8/13/2019 16:27,8/13/2019 17:54,3,Unknown,Unknown,Unknown,Unknown,401 Little Texas Lane,Austin,TX,1,96
A691299,Lara,Stray,Normal,Dog,Chihuahua Shorthair Mix,Brown,11/2/2012 0:00,104,11/2/2014 15:12,11/11/2014 12:02,105,Female,Spayed,Female,Spayed,10702 Landshire,Austin,TX,1,1109
A777067,Unknown,Stray,Normal,Dog,Standard Poodle Mix,Chocolate,7/23/2017 0:00,52,7/23/2018 8:34,7/27/2018 16:06,52,Male,Intact,Male,Neutered,Turnersville And Parmer,Travis,TX,1,99
A795663,Sophie,Owner Surrender,Normal,Other,Netherlnd Dwarf,Black,5/23/2016 0:00,156,5/23/2019 11:52,5/27/2019 12:22,157,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1106
A667037,Dexter,Stray,Normal,Dog,Labrador Retriever,Brown Brindle,1/11/2013 0:00,43,11/11/2013 16:04,11/22/2013 15:19,45,Male,Intact,Male,Neutered,8806 Redfield Dr.,Austin,TX,1,2192
A691514,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Orange Tabby,10/21/2014 0:00,2,11/5/2014 16:16,11/14/2014 9:15,3,Male,Intact,Male,Intact,923 Walter St,Austin,TX,1,1571
A752338,Unknown,Stray,Normal,Dog,Jack Russell Terrier Mix,White,12/26/2012 0:00,234,6/21/2017 11:25,6/25/2017 17:19,234,Male,Intact,Male,Neutered,1434 Wells Branch Pkwy,Travis,TX,1,99
A674928,Flour,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,2/13/2014 0:00,5,3/20/2014 13:13,4/26/2014 18:17,10,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,10000
A701658,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Calico,4/10/2015 0:00,3,5/2/2015 16:50,5/2/2015 18:16,3,Female,Intact,Female,Intact,5703 Whitebrook Dr,Austin,TX,1,96
A765681,Selah,Stray,Normal,Dog,Labrador Retriever Mix,Black,1/24/2016 0:00,104,1/24/2018 15:26,1/30/2018 12:12,105,Female,Intact,Female,Spayed,1709 East Highway 71,Austin,TX,1,1109
A753449,Ruxson,Owner Surrender,Normal,Dog,Pit Bull Mix,Brown,7/6/2015 0:00,127,12/17/2017 12:25,12/19/2017 11:56,128,Male,Neutered,Male,Neutered,Unknown address,Pflugerville,TX,1,1107
A691533,Sugar,Stray,Normal,Dog,Australian Cattle Dog Mix,Brown Brindle,11/6/2013 0:00,52,11/6/2014 18:17,11/7/2014 12:12,52,Female,Intact,Female,Intact,7214 Dan-Jean Dr,Austin,TX,1,99
A795397,Ruby,Stray,Normal,Cat,Domestic Longhair,Brown Tabby,4/16/2019 0:00,4,5/20/2019 11:30,6/22/2019 13:52,9,Female,Intact,Female,Spayed,2503 East Side Drive,Austin,TX,1,11195
A686525,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,8/14/2014 0:00,1,8/23/2014 10:49,8/26/2014 14:43,1,Female,Intact,Female,Intact,13320 Pine Needle St,Manor,TX,1,90
A806116,Unknown,Stray,Injured,Cat,Domestic Shorthair Mix,Brown Tabby,10/5/2016 0:00,156,10/8/2019 8:34,10/8/2019 10:00,156,Unknown,Unknown,Unknown,Unknown,8516 Brookfeild,Austin,TX,0,99
A727663,Bruce,Stray,Normal,Dog,Chihuahua Shorthair Mix,Black,5/24/2015 0:00,52,5/24/2016 13:27,5/31/2016 17:40,53,Male,Intact,Male,Neutered,5409 Ponciana Dr,Austin,TX,1,1119
A793608,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,4/20/2019 0:00,1,4/27/2019 0:00,4/27/2019 13:05,1,Unknown,Unknown,Unknown,Unknown,12517 Campana Drive,Travis,TX,1,90
A702111,Popeye,Stray,Aged,Dog,German Shepherd Mix,Black,5/9/2005 0:00,521,5/9/2015 13:26,5/9/2015 15:49,521,Male,Neutered,Male,Neutered,Bond Dr And Warely Ln,Austin,TX,1,99
A671307,Bubbles,Stray,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,8/22/2013 0:00,21,1/22/2014 13:19,3/16/2014 17:27,29,Male,Intact,Male,Neutered,Hog Eye & Lockwood,Austin,TX,1,11132
A658799,Boi,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,7/16/2013 0:00,23,12/26/2013 16:50,1/20/2015 10:27,79,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,191857
A769433,Tulip,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,3/4/2018 0:00,4,4/4/2018 19:09,5/23/2018 13:34,11,Female,Intact,Female,Spayed,306 West Rundberg Lane,Austin,TX,1,19048
A802190,Boysenberry,Stray,Normal,Cat,Russian Blue,Blue,7/15/2019 0:00,4,8/15/2019 10:20,9/28/2019 12:09,10,Female,Intact,Female,Spayed,412 East William Cannon Drive,Austin,TX,1,14878
A737464,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Black,10/28/2009 0:00,365,10/28/2016 16:27,10/28/2016 17:46,365,Male,Intact,Male,Intact,1409 E Cesar Chavez,Austin,TX,0,99
A790644,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Black,2/22/2019 0:00,2,3/13/2019 16:21,3/13/2019 18:11,2,Male,Intact,Male,Intact,2605 Park Ln,Austin,TX,1,95
A677765,Sophie,Public Assist,Normal,Dog,Boxer Mix,Brown Brindle,4/29/2013 0:00,52,4/29/2014 11:00,4/29/2014 12:42,52,Female,Intact,Female,Intact,200 W 4Th St,Austin,TX,1,99
A713745,Unknown,Wildlife,Normal,Other,Bat,Brown,4/12/2015 0:00,26,10/12/2015 11:09,10/12/2015 11:40,26,Unknown,Unknown,Unknown,Unknown,110 E 2Nd St,Austin,TX,0,99
A724731,Luna,Stray,Injured,Dog,Siberian Husky Mix,Sable,4/21/2010 0:00,313,4/21/2016 10:11,6/22/2016 16:28,322,Female,Intact,Female,Spayed,Park At Woodlands,Austin,TX,1,9358
A707152,Unknown,Stray,Normal,Other,Rabbit Sh Mix,Black,7/8/2014 0:00,52,7/8/2015 16:24,7/9/2015 13:26,52,Unknown,Unknown,Unknown,Unknown,E Anderson Ln,Austin,TX,1,99
A700646,Lady,Owner Surrender,Normal,Dog,Pit Bull Mix,White,10/17/2012 0:00,130,4/17/2015 12:43,5/1/2015 11:30,132,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,0,2130
A668480,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Calico,11/12/2013 0:00,3,12/4/2013 12:29,12/4/2013 14:39,3,Female,Intact,Female,Intact,4204 Sojourner Ln,Austin,TX,1,96
A680659,Molly,Stray,Normal,Dog,Pit Bull Mix,White,2/5/2013 0:00,69,6/5/2014 13:25,7/10/2014 14:55,74,Female,Intact,Female,Spayed,13419 Imanuel,Austin,TX,1,5461
A722032,Zac,Public Assist,Normal,Dog,Labrador Retriever Mix,Yellow,3/17/2010 0:00,312,3/10/2016 11:24,5/22/2016 11:33,322,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,10420
A759333,Truffles,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Black,9/30/2012 0:00,260,9/30/2017 15:39,2/4/2018 13:02,279,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,20487
A712589,Captain,Stray,Nursing,Cat,Domestic Shorthair Mix,Cream Tabby,9/9/2015 0:00,2,9/25/2015 14:30,12/1/2015 8:08,11,Male,Intact,Male,Neutered,124 W Anderson Ln,Austin,TX,1,47666
A684216,Cheech,Stray,Normal,Dog,Chihuahua Shorthair Mix,Chocolate,7/21/2012 0:00,261,7/26/2017 17:02,7/31/2017 15:33,262,Male,Neutered,Male,Neutered,E Riverside Dr & Burton Dr,Austin,TX,1,1103
A778487,Buddy,Public Assist,Normal,Dog,Jack Russell Terrier Mix,Brown,8/15/2016 0:00,104,8/15/2018 17:50,8/26/2018 13:35,105,Male,Intact,Male,Intact,Unknown address,Austin,TX,1,1109
A679274,Fudge,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,4/3/2014 0:00,6,5/18/2014 15:14,6/22/2014 14:50,11,Male,Intact,Male,Neutered,9607 Hansford Dr,Austin,TX,1,9196
A739942,Spikey,Stray,Normal,Dog,Labrador Retriever Mix,Black,12/10/2013 0:00,156,12/9/2016 13:04,12/31/2016 13:17,159,Male,Neutered,Male,Neutered,13925 Maricella Dr,Travis,TX,1,3157
A798014,Unknown,Stray,Normal,Cat,Domestic Medium Hair,Orange Tabby,4/5/2019 0:00,10,6/20/2019 11:53,6/28/2019 16:42,12,Female,Intact,Female,Spayed,5907 Nancy Drive,Austin,TX,1,2495
A663479,Chato,Owner Surrender,Normal,Dog,Labrador Retriever Mix,Tan,4/19/2013 0:00,42,2/13/2014 17:05,2/17/2014 15:15,43,Male,Neutered,Male,Neutered,305 Tillery Square,Austin,TX,1,1123
A698835,Little Foot,Stray,Normal,Cat,Domestic Shorthair Mix,Black,3/12/2015 0:00,141,11/26/2017 11:00,11/26/2017 14:27,141,Male,Neutered,Male,Neutered,3203 Burley Cove,Austin,TX,1,99
A753780,Tink,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Blue,7/11/2007 0:00,521,7/11/2017 10:48,7/25/2017 18:25,523,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,2107
A756972,Pelusa,Stray,Normal,Dog,Great Pyrenees,White,8/28/2016 0:00,52,8/28/2017 15:36,8/30/2017 13:13,52,Female,Intact,Female,Intact,Rundberg And Cameron,Austin,TX,1,99
A751615,Kendra,Stray,Normal,Dog,Pit Bull Mix,Blue,6/10/2015 0:00,104,6/10/2017 13:00,8/11/2017 19:07,113,Female,Intact,Female,Spayed,Maha Loop,Travis,TX,1,9878
A750395,Kessi,Owner Surrender,Normal,Cat,Siamese Mix,Blue Point,5/26/2012 0:00,260,5/26/2017 16:24,6/2/2017 13:20,261,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1103
A738586,Zoey,Public Assist,Normal,Cat,Russian Blue Mix,Blue,11/27/2004 0:00,624,11/18/2016 16:45,11/27/2016 11:13,626,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,2106
A680236,Olivie,Owner Surrender,Normal,Cat,Domestic Longhair Mix,Torbie,5/31/2011 0:00,156,5/31/2014 11:48,5/31/2014 17:27,156,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,99
A758569,Mia,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,8/3/2017 0:00,6,9/18/2017 17:13,9/24/2017 11:57,7,Male,Intact,Male,Intact,727 West Stassney Lane,Austin,TX,1,1262
A778050,Kimmy,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,2/7/2018 0:00,25,8/7/2018 17:39,8/18/2018 15:15,27,Female,Intact,Female,Spayed,Decker Lane And Hog Eye Road,Austin,TX,1,2258
A721081,Mittens,Stray,Normal,Dog,Brittany Mix,Liver,2/20/2008 0:00,417,2/20/2016 16:50,2/26/2016 11:30,418,Female,Spayed,Female,Spayed,Rollingwood Dr And Zilker Clubhouse Rd,Austin,TX,1,1102
A745891,Nala,Owner Surrender,Normal,Dog,Pit Bull Mix,Tricolor,1/6/2017 0:00,13,4/11/2017 14:08,4/12/2017 16:11,13,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,99
A696409,Hans,Stray,Normal,Cat,Domestic Shorthair Mix,Black,11/19/2014 0:00,11,2/4/2015 13:23,2/9/2015 18:46,11,Male,Intact,Male,Neutered,2101 E 12Th St,Austin,TX,1,99
A770706,Charlie,Stray,Normal,Dog,Dachshund Mix,Tan,11/24/2017 0:00,21,4/24/2018 10:12,4/29/2018 13:03,22,Male,Intact,Male,Neutered,1001 Collinwood West Drive,Austin,TX,1,1146
A808184,Girl,Owner Surrender,Normal,Dog,Chihuahua Shorthair,Brown,11/5/2015 0:00,208,11/5/2019 13:48,11/6/2019 0:00,208,Female,Intact,Female,Intact,Unknown address,Austin,TX,1,99
A734335,Blanca,Stray,Normal,Cat,Siamese Mix,Lynx Point,8/8/2016 0:00,4,9/5/2016 11:41,12/6/2016 10:21,17,Male,Intact,Male,Intact,1406 Dale Dr,Austin,TX,0,54317
A752175,Unknown,Stray,Sick,Cat,Domestic Shorthair Mix,Blue Tabby,6/4/2017 0:00,2,6/19/2017 13:28,6/25/2017 7:51,3,Female,Intact,Female,Intact,5800 Techni Center,Austin,TX,0,1571
A770927,Chloe,Stray,Normal,Dog,Miniature Schnauzer Mix,Gray,4/27/2000 0:00,939,4/27/2018 14:36,4/27/2018 16:21,939,Female,Spayed,Female,Spayed,Taylor Ln And 969,Travis,TX,1,99
A610320,Peter,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,9/21/2009 0:00,280,2/6/2015 10:59,2/11/2015 19:00,281,Male,Neutered,Male,Neutered,7619 East Ben White Boulevard,Austin,TX,1,1103
A754133,Eclipse,Stray,Normal,Cat,Domestic Shorthair Mix,Black,5/16/2017 0:00,8,7/16/2017 11:08,8/13/2017 12:26,12,Female,Intact,Female,Spayed,9600 Escarpment Blvd,Austin,TX,1,6074
A761439,Caroline,Stray,Normal,Dog,Pit Bull Mix,Black,11/4/2015 0:00,104,11/4/2017 16:37,11/8/2017 16:52,105,Female,Intact,Female,Spayed,Airport,Austin,TX,1,1109
A779954,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Orange Tabby,9/7/2017 0:00,52,9/7/2018 12:58,9/12/2018 16:13,52,Male,Intact,Male,Neutered,11121 Boundless Valley Drive,Austin,TX,1,99
A754421,Rousey,Stray,Normal,Dog,Boxer Mix,Brown Brindle,7/20/2015 0:00,104,7/20/2017 15:16,7/25/2017 17:40,105,Female,Spayed,Female,Spayed,4608 West Gate Blvd,Austin,TX,1,1109
A798523,Gia,Owner Surrender,Normal,Dog,Australian Cattle Dog,Red,6/26/2018 0:00,76,12/16/2019 17:28,12/17/2019 12:16,77,Female,Spayed,Female,Spayed,Unknown address,Austin,TX,1,1113
A688756,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,White,7/8/2014 0:00,11,9/23/2014 12:36,9/27/2014 17:08,11,Male,Intact,Male,Neutered,2502 E Oltorf,Austin,TX,1,99
A748619,Hercules,Stray,Normal,Dog,Labrador Retriever Mix,Red,5/4/2016 0:00,52,5/4/2017 15:54,5/4/2017 18:46,52,Male,Intact,Male,Intact,5106 Kings Hwy,Austin,TX,1,99
A686499,Unknown,Wildlife,Normal,Other,Bat Mix,Black,8/22/2013 0:00,52,8/22/2014 18:09,8/22/2014 18:27,52,Unknown,Unknown,Unknown,Unknown,2802 Crownover,Travis,TX,0,99
A788323,Maggie,Stray,Normal,Dog,Labrador Retriever,Black,1/30/2018 0:00,52,1/30/2019 17:06,2/5/2019 12:29,53,Female,Intact,Female,Intact,10001 Burleson Road,Travis,TX,1,1119
A811597,Hemi,Owner Surrender,Normal,Cat,Domestic Shorthair,Orange Tabby,1/12/2006 0:00,729,1/6/2020 12:09,1/17/2020 14:39,731,Male,Neutered,Male,Neutered,Unknown address,Travis,TX,1,2105
A783676,Greta,Stray,Other,Dog,Dachshund,Black,11/4/2010 0:00,417,11/4/2018 11:50,1/25/2019 9:43,429,Female,Intact,Female,Intact,508 E. Howard,Austin,TX,1,12445
A808873,Unknown,Stray,Normal,Dog,Labrador Retriever,Black,9/15/2019 0:00,8,11/15/2019 13:13,11/19/2019 17:35,9,Male,Intact,Male,Neutered,8216 Sigrid Drive,Travis,TX,1,1222
A776528,Raiden,Owner Surrender,Normal,Dog,Boxer Mix,White,7/15/2017 0:00,124,12/4/2019 17:39,12/8/2019 17:40,125,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,1107
A713612,Lil Mama,Stray,Injured,Dog,Chihuahua Shorthair Mix,Buff,10/11/2007 0:00,417,10/9/2015 14:50,10/11/2015 13:01,417,Female,Intact,Female,Intact,William Cannon And S. 1St St,Austin,TX,1,99
A726695,Molly,Euthanasia Request,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,5/13/2011 0:00,261,5/13/2016 12:39,6/26/2016 21:56,267,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,6237
A721424,Jones,Owner Surrender,Normal,Dog,German Shepherd Mix,Black,1/26/2016 0:00,4,2/26/2016 15:55,2/28/2016 15:34,4,Male,Intact,Male,Intact,Unknown address,Travis,TX,1,97
A689442,Lindy,Stray,Normal,Dog,Chihuahua Shorthair Mix,Tricolor,10/4/2009 0:00,260,10/4/2014 11:29,10/6/2014 11:17,261,Female,Intact,Female,Intact,6701 Galindo St,Austin,TX,1,1103
A730430,Unknown,Stray,Normal,Dog,Chihuahua Shorthair Mix,Tan,1/4/2015 0:00,78,7/4/2016 16:02,7/8/2016 17:00,78,Female,Intact,Female,Spayed,1830 Simond Ave,Austin,TX,1,99
A749448,Unknown,Stray,Normal,Dog,Labrador Retriever Mix,Tan,3/15/2017 0:00,8,5/15/2017 11:18,5/19/2017 18:30,9,Male,Intact,Male,Neutered,7500 S Pleasant Valley Rd,Austin,TX,1,1222
A682952,Teddy Roosev,Stray,Normal,Dog,Chihuahua Shorthair,Black,7/5/2010 0:00,208,7/5/2014 11:40,7/5/2014 15:27,208,Male,Neutered,Male,Neutered,Parker Ln And Woodland Ave,Austin,TX,1,99
A749656,Unknown,Stray,Injured,Cat,Domestic Shorthair Mix,Orange Tabby,3/17/2017 0:00,8,5/17/2017 16:30,5/18/2017 10:44,8,Unknown,Unknown,Unknown,Unknown,2124 Burton Dr,Austin,TX,0,98
A703340,Axel,Owner Surrender,Normal,Dog,Yorkshire Terrier Mix,Brown,5/23/2013 0:00,104,5/23/2015 12:55,5/23/2015 19:15,104,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,99
A780855,Unknown,Stray,Injured,Cat,Domestic Shorthair Mix,Orange Tabby,9/21/2016 0:00,104,9/21/2018 10:30,9/21/2018 11:17,104,Unknown,Unknown,Unknown,Unknown,Hermitage Drive And Furness Drive,Austin,TX,0,99
A751264,Billy,Stray,Normal,Dog,Pit Bull Mix,Black,6/6/2013 0:00,208,6/6/2017 8:43,6/8/2017 12:51,209,Male,Neutered,Male,Neutered,1700 E. Slaughter,Austin,TX,1,1104
A762380,Unknown,Stray,Normal,Cat,Domestic Medium Hair Mix,Cream Tabby,1/19/2017 0:00,43,11/19/2017 14:03,11/22/2017 12:21,43,Male,Intact,Male,Intact,5803 Gloucester Lane,Austin,TX,1,99
A730258,Teddy,Stray,Normal,Dog,German Shepherd Mix,Black,1/1/2016 0:00,26,7/1/2016 9:31,7/1/2016 13:36,26,Male,Intact,Male,Intact,S Congress And Stassney Ln,Austin,TX,1,99
A741029,Socrates,Stray,Normal,Dog,Catahoula,Brown,12/30/2008 0:00,417,12/30/2016 14:03,1/5/2017 17:19,418,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,1102
A805539,Unknown,Wildlife,Normal,Other,Bat,Brown,9/28/2017 0:00,104,9/28/2019 13:35,9/28/2019 15:30,104,Unknown,Unknown,Unknown,Unknown,5525 Foxfield Lane,Travis,TX,0,99
A696872,Kitty,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Calico,2/13/2002 0:00,678,2/13/2015 16:11,7/28/2015 11:42,701,Female,Spayed,Female,Spayed,Unknown address,Pflugerville,TX,1,23880
A768652,Max,Owner Surrender,Normal,Dog,Labrador Retriever Mix,Black,1/7/2018 0:00,10,3/23/2018 11:39,3/25/2018 18:42,11,Male,Intact,Male,Neutered,Unknown address,Del Valle,TX,1,1198
A789263,Unknown,Wildlife,Sick,Other,Bat Mix,Black,2/18/2018 0:00,52,2/18/2019 14:50,2/18/2019 15:53,52,Unknown,Unknown,Unknown,Unknown,1402 Vargas,Austin,TX,0,99
A747209,Eagle Bear,Stray,Normal,Dog,Labrador Retriever,Chocolate,12/1/2016 0:00,19,4/16/2017 14:08,4/17/2017 16:54,19,Female,Intact,Female,Intact,1849 River Crossing Circle,Austin,TX,1,99
A809813,Unknown,Stray,Normal,Dog,Jack Russell Terrier,White,12/1/2018 0:00,52,12/2/2019 12:21,12/8/2019 17:49,53,Female,Intact,Female,Spayed,Twin Oaks Road,Travis,TX,1,1119
A691772,Aniwaya,Stray,Normal,Dog,Labrador Retriever,Gold,11/9/2011 0:00,162,12/20/2014 17:27,12/20/2014 18:49,162,Male,Neutered,Male,Neutered,12609 Dessau Rd,Austin,TX,1,99
A619852,Beau,Public Assist,Normal,Dog,Pit Bull,Tan,12/1/2011 0:00,161,1/5/2015 16:00,1/12/2015 11:37,162,Male,Neutered,Male,Neutered,Unknown address,Austin,TX,1,1106
A744916,Corn Flake,Stray,Normal,Dog,Chihuahua Shorthair Mix,Tan,3/9/2016 0:00,52,3/9/2017 14:01,3/18/2017 16:58,53,Female,Intact,Female,Intact,9414 N Lamar Blvd,Austin,TX,1,1119
A774378,Unknown,Stray,Aged,Cat,Domestic Shorthair Mix,Torbie,6/14/2006 0:00,626,6/14/2018 13:56,6/15/2018 11:07,626,Female,Intact,Female,Intact,2504 Huntwick Dr 504,Austin,TX,1,99
A807878,Ray,Owner Surrender,Normal,Dog,Pointer,Red Tick,5/31/2019 0:00,21,10/31/2019 15:10,11/14/2019 17:46,23,Male,Intact,Male,Neutered,Unknown address,Leander,TX,1,2289
A803941,Unknown,Public Assist,Normal,Other,Bat,Brown,9/8/2018 0:00,52,9/8/2019 15:57,9/9/2019 10:20,52,Unknown,Unknown,Unknown,Unknown,1300 E Riverside Dr,Austin,TX,0,99
A766577,Nugget,Stray,Normal,Dog,Labrador Retriever Mix,Tan,2/12/2012 0:00,313,2/12/2018 13:16,3/4/2018 14:04,316,Male,Neutered,Male,Neutered,11920 Wilson Parke Avenue,Austin,TX,1,3128
A726088,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,4/1/2016 0:00,5,5/6/2016 11:02,8/31/2016 9:31,21,Male,Intact,Male,Neutered,1302 May Dr,Austin,TX,1,66294
A753603,Marsha,Stray,Normal,Dog,Catahoula,White,7/8/2015 0:00,104,7/8/2017 14:59,7/18/2017 15:44,105,Female,Intact,Female,Spayed,Thaxton Road And Mckinney Falls,Travis,TX,1,1109
A807750,Unknown,Stray,Normal,Dog,Border Terrier,Black,10/29/2017 0:00,104,10/29/2019 11:20,11/2/2019 17:06,104,Male,Intact,Male,Neutered,6527 Moonglow,Austin,TX,1,99
A705125,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,5/23/2015 0:00,3,6/13/2015 12:47,6/13/2015 14:32,3,Male,Intact,Male,Intact,1410 W North Loop Blvd,Austin,TX,1,96
A777396,Paw Paw,Stray,Normal,Dog,Labrador Retriever Mix,Black,7/28/2016 0:00,104,7/28/2018 11:19,8/7/2018 14:10,105,Male,Intact,Male,Intact,8306 Breeze Way,Jonestown,TX,1,1109
A797659,Lenny,Stray,Normal,Cat,Domestic Shorthair Mix,Black,5/25/2019 0:00,3,6/16/2019 12:05,9/2/2019 18:07,14,Male,Intact,Male,Neutered,21601 Crossover,Leander,TX,1,50129
A690572,Bruno,Stray,Normal,Dog,Pit Bull Mix,Buff,10/22/2012 0:00,104,10/22/2014 16:03,12/6/2014 18:28,110,Male,Intact,Male,Neutered,15419 Giese Ln,Travis,TX,1,6445
A792660,Shelly,Stray,Normal,Dog,Staffordshire Mix,Blue,4/13/2017 0:00,104,4/13/2019 15:42,9/24/2019 11:14,127,Female,Intact,Female,Spayed,11551 Maha Loop Road,Austin,TX,1,28181
A781950,Unknown,Stray,Normal,Dog,Flat Coat Retriever Mix,Black,3/8/2018 0:00,30,10/8/2018 14:36,10/15/2018 18:02,31,Male,Intact,Male,Neutered,Bluff Springs Road And East William Cannon Drive,Austin,TX,1,1132
A795499,Unknown,Stray,Nursing,Cat,Domestic Shorthair,Blue,4/26/2019 0:00,3,5/21/2019 12:15,7/20/2019 12:51,12,Female,Intact,Female,Spayed,15103 Oklahoma Street,Austin,TX,1,35225
A668536,Bloo,Public Assist,Normal,Dog,Miniature Pinscher Mix,Black,12/4/2012 0:00,52,12/4/2013 23:12,12/9/2013 17:01,52,Male,Intact,Male,Neutered,Unknown address,Lago Vista,TX,1,99
A727012,Libby,Stray,Normal,Dog,Labrador Retriever Mix,Tan,11/17/2014 0:00,78,5/17/2016 13:34,5/28/2016 18:17,79,Female,Intact,Female,Spayed,10550 Maha Cir,Travis,TX,1,1112
A769129,Unknown,Stray,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,3/30/2017 0:00,52,3/30/2018 18:11,4/2/2018 18:48,52,Male,Intact,Male,Intact,515 East Slaughter,Austin,TX,1,99
A712880,Jonse,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Orange Tabby,7/14/2015 0:00,11,9/29/2015 13:01,10/7/2015 12:21,12,Male,Intact,Male,Neutered,Unknown address,Austin,TX,1,1189
A757232,Plex,Stray,Normal,Dog,American Bulldog Mix,Brown,8/31/2015 0:00,104,8/31/2017 15:51,11/1/2017 15:13,113,Male,Intact,Male,Neutered,Johnny Morrison And 969,Austin,TX,1,9878
A758877,Hubert,Stray,Normal,Cat,Domestic Shorthair Mix,White,8/19/2017 0:00,5,9/23/2017 13:49,9/27/2017 17:49,5,Male,Intact,Male,Intact,8601 Anderson Mill Road,Austin,TX,1,98
A672399,Pilar,Stray,Normal,Cat,Domestic Shorthair Mix,Torbie,8/9/2012 0:00,78,2/9/2014 13:54,2/13/2014 12:40,79,Female,Spayed,Female,Spayed,Timber Heights Dr,Austin,TX,1,1112
A669198,Cooper,Stray,Normal,Dog,Pit Bull Mix,Tan,12/16/2011 0:00,104,12/16/2013 18:34,6/24/2014 18:56,131,Male,Intact,Male,Neutered,7500 S Pleasant Valley Dr,Austin,TX,1,34102
A673140,Canella,Stray,Normal,Dog,Chihuahua Longhair Mix,Brown,9/19/2012 0:00,74,2/19/2014 15:27,2/20/2014 16:17,74,Female,Intact,Female,Intact,2900 N Ih 35,Austin,TX,1,99
A716920,Unknown,Wildlife,Sick,Other,Raccoon,Brown,5/28/2015 0:00,26,11/28/2015 14:23,11/28/2015 15:42,26,Unknown,Unknown,Unknown,Unknown,3204 Tom Green St,Austin,TX,0,99
A791227,Frank,Public Assist,Normal,Dog,Siberian Husky Mix,Black,3/23/2015 0:00,208,3/23/2019 10:01,3/27/2019 17:42,209,Male,Neutered,Male,Neutered,3909 North Interstate 35 Northbound,Austin,TX,1,1104
A806077,Paula,Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Brown Tabby,10/5/2018 0:00,52,10/5/2019 13:07,11/10/2019 11:23,57,Female,Intact,Female,Spayed,Unknown address,Austin,TX,1,5579
A750606,Shelley,Stray,Normal,Cat,Domestic Medium Hair Mix,Black,5/4/2017 0:00,3,5/29/2017 14:16,6/8/2017 18:58,5,Female,Intact,Female,Intact,2904 Bond Drive,Austin,TX,1,3387
A681088,Daisy,Owner Surrender,Normal,Dog,Chihuahua Shorthair Mix,Brown,6/12/2010 0:00,208,6/12/2014 12:35,8/19/2014 12:31,218,Female,Intact,Female,Intact,Unknown address,Travis,TX,1,10580
A714273,Unknown,Stray,Injured,Cat,Domestic Shorthair Mix,Calico,10/20/2012 0:00,156,10/20/2015 14:37,10/20/2015 14:51,156,Female,Spayed,Female,Spayed,4017 Victory,Austin,TX,0,99
